syn_id,syn_def,n_lemma,syn_lemmas
syn_011863,感謝的心意。,1,感謝
syn_011864,態度冷淡，不在乎。,1,漠不關心
syn_011865,慕尼黑的文化。,1,慕尼黑
syn_011866,慶祝新年度的開始。,1,過年
syn_011867,慶祝生日。,1,慶生
syn_011868,憂慮、擔心。,1,患
syn_011869,憂鬱症的簡省。,1,憂鬱
syn_011870,憐憫同情後述對象。,1,可憐
syn_011871,憑勞動工作以換取工資的人。,1,工人
syn_011872,憑記憶寫出後述文字內容。,1,默
syn_011873,憤怒的情緒。,1,氣
syn_011874,應用在後述對象上。,1,用到
syn_011875,應用在機器設備上的螺旋部件。,1,螺旋
syn_011876,應答聲，為古時差役應答上官傳叫及喝堂威時所用。,1,嗄
syn_011877,應該遵守的標準。,1,度
syn_011878,懷有惡意地打擾他人或阻礙事件進行。,1,作怪
syn_011879,懷疑且有所顧慮的想法。,1,疑慮
syn_011880,懸掛在細線上能做反覆來回運動的重錘裝置。,1,擺
syn_011881,懸浮在接近地面的小水滴，會使視線模糊而看不清。,1,霧
syn_011882,戀愛的對象。,1,愛
syn_011883,成交量。,1,量
syn_011884,成功大學的建築物及建築所在的位置。,1,成功
syn_011885,成功大學的建築物及建築物所在的位置。,1,成大
syn_011886,成功高中的建築物及建築所在的位置。,1,成功
syn_011887,成包物品的單位。,1,包
syn_011888,成包的物品。,1,包
syn_011889,成員具共同目標，個別分工的團體。,1,隊
syn_011890,成套書籍或出版品的單位。,1,輯
syn_011891,成桌的人的單位。,1,桌
syn_011892,成桌菜餚、酒席的單位。,1,桌
syn_011893,成為特定集合的一部分。,1,收入
syn_011894,成為盛大的後述狀態。,1,蔚為
syn_011895,成瓶物品的單位。,1,瓶
syn_011896,成立學校。,1,創校
syn_011897,成籠動物的單位。,1,籠
syn_011898,成籠物品的單位。,1,籠
syn_011899,成組搭配好的事物的單位。,1,套
syn_011900,成缸物品的單位。,1,缸
syn_011901,成袋物品的單位。,1,袋
syn_011902,成長在後述位置。,1,長於
syn_011903,成長在後述環境。,1,長於
syn_011904,我們，特指和自己有相同志趣的群體。,1,我輩
syn_011905,我國國家元首的辦公機構或人員。,1,府
syn_011906,截斷影像或聲音的傳輸。,1,切
syn_011907,截斷訊號或電力。,1,剪
syn_011908,戰國七雄之一，西元前11世紀至西元前222年，燕召公所建。,1,燕
syn_011909,戰國七雄之一，西元前403年至西元前225年，魏文侯所建。,1,魏
syn_011910,戰國七雄之一，西元前403年至西元前228年，趙襄子所建。,1,趙
syn_011911,戰國七雄之一，西元前704年至西元前223年，周成王所建。,1,楚
syn_011912,戰國七雄之一，西元前770年至西元前247年，秦襄公所建。,1,秦
syn_011913,戰國時代思想家，提倡為我、貴己、輕物重生。,1,楊
syn_011914,戰國時代齊國的貴族，養食客數千人。,1,孟嘗君
syn_011915,戰國時屈原所作的長篇韻文。,1,騷
syn_011916,戰國時期政治家，趙國的臣子。,1,藺相如
syn_011917,戰國時秦君，名稷，用范雎遠交近攻之策，積極東侵。,1,秦王
syn_011918,戰國末年燕國的太子，為燕王喜的兒子。,1,丹
syn_011919,戰場上雙方爭戰。,1,交戰
syn_011920,戰爭發生之前的時間。,1,戰前
syn_011921,戰爭發生之後的時間。,1,戰後
syn_011922,戰線向前推進。,1,進展
syn_011923,戲劇中因布景不同所劃分的段落。,1,景
syn_011924,戲劇中特定的場景。,1,幕
syn_011925,戲劇中較小的段落。,1,場
syn_011926,戲劇中，組成整部戲曲的大段落。,1,幕
syn_011927,戲劇主要情節開始前，開場介紹的部份。,1,序幕
syn_011928,戲劇作品的段落。,1,本
syn_011929,戲劇的演出場所，通常具有舞台及觀眾席。,1,劇場
syn_011930,戲弄。,1,玩
syn_011931,戲曲的歌詞所押的韻。,1,轍
syn_011932,戴在頭上或象徵地位等功能的服飾。,2,帽;冠
syn_011933,戴在頭上，通常代表權力象徵的服飾配件。,1,冠
syn_011934,戶籍基本單位。,1,戶
syn_011935,房屋或土地。,1,房地
syn_011936,房屋的大廳。,1,堂
syn_011937,房屋背對著後述方位。,2,坐;座
syn_011938,房間。,1,間
syn_011939,所交遞的事物因不被接受而被退回。,1,退件
syn_011940,所佔有的特定比例是後述對象。,1,居
syn_011941,所指出的缺點或錯誤與提出改正的方法的內容。,1,糾正
syn_011942,所排列的特定名次是後述對象。,1,居
syn_011943,所描述事物的概況。,1,輪廓
syn_011944,所描述的前述時代。,1,世
syn_011945,所擔任的特定角色是後述對象。,1,居
syn_011946,所有不同的種類或情況。,1,種種
syn_011947,所有權或管理權的正式轉移。,1,交付
syn_011948,所有美好的事物所共同擁有的特質。,1,美
syn_011949,所申請的案件因不被接受而被退回。,1,退件
syn_011950,所處的特定情況是後述對象。,1,居
syn_011951,扁平狀且材質較硬的物體。,1,板
syn_011952,扁平的條狀物。,1,籌
syn_011953,扁形的物品，典型的形狀為圓形。,1,餅
syn_011954,扁擔兩端所挑的扁形竹簍。,1,擔
syn_011955,手向手底或腳向腳底的方向施力，朝施力的反方向移動。,1,撐
syn_011956,手工。,1,手
syn_011957,手或手持物取得特定物品，將物品從參考位置的裡面移到參考位置的外面。,1,拿出來
syn_011958,手或手持物向上移動。,1,起
syn_011959,手或翅膀揮動或手持片狀物揮動。,1,扇
syn_011960,手持後述工具做特定事件。,1,操
syn_011961,手持後述物體有節奏地做出各種特定動作。,1,舞
syn_011962,手持後述物體隨意揮動。,1,舞
syn_011963,手持特定工具進行後述演出並展現技巧。,1,耍
syn_011964,手指尖或腳趾尖上所生的較硬的有機組織，有保護指尖的作用。,1,指甲
syn_011965,手掌前端分支的部分，通常人類有五支。,1,指
syn_011966,手掌心朝上以支撐物體。,1,托
syn_011967,手掌與手臂連接的關節部位。,1,腕
syn_011968,手握拳用力打。,2,掄;貓
syn_011969,手肘彎曲，將手放在腰間。,2,叉;插
syn_011970,手腕到指根之間內部的部份。,1,掌
syn_011971,手舉起並左右或前後擺動。,1,招
syn_011972,手部或手部由指掌組成的部分變直或變長。,1,伸手
syn_011973,才幹，本領。,1,能
syn_011974,才能出眾的人。,1,英
syn_011975,打呼的聲音。,1,呼聲
syn_011976,打字輸入法的一種。以二十四個中文字形及七十五個輔助字形，依一定的取碼規則輸入。,1,倉頡
syn_011977,打折時從原價中每減比例十分之一為一扣。,1,扣
syn_011978,打招呼的感嘆詞，現代多作問候語。為英語hello的音譯。,1,哈囉
syn_011979,打擊損害自己經濟利益的國家進行經濟制裁，使其得到相對的損害，通常課以關稅。,1,報復
syn_011980,打擊物體，使其斷裂。,1,打斷
syn_011981,打擊者揮擊出越過全壘打線的球，可直接跑回本壘得分。,1,炮
syn_011982,打擾後述對象，使其心情焦慮不平靜。,1,煩
syn_011983,打水漂時，小而扁平的物體跳躍過水面的次數。,1,漂
syn_011984,打獵或戰爭時使用的器具，木、竹製長柄，前端裝有利刃。,1,矛
syn_011985,打破沈默，挺身而出。,1,跳出來
syn_011986,打磨玉石使其變平滑的石頭。,1,錯
syn_011987,打算。,1,計
syn_011988,打者揮擊出越過全壘打線的球，可直接跑回本壘得分。,1,砲
syn_011989,打錯電話，強調動作的結果。,1,打成
syn_011990,打開前述對象引擎，使其運轉。,1,開動
syn_011991,打開文件或書本。,1,翻開
syn_011992,打雷時發出巨響。,1,震
syn_011993,打麻將時，手上有兩張相同的牌，等待其他各家打出同樣花色的牌，以湊成三張一組的搭子。,1,碰
syn_011994,打麻將時，處於等待胡牌的狀態。,1,聽
syn_011995,打鼾時所發出的聲音。,1,鼾聲
syn_011996,托兒所的建築物及建築物所在的位置。,1,托兒所
syn_011997,扣動扳機，發射子彈。,1,開
syn_011998,扳動槍械的扳機。,1,扣
syn_011999,批示發布。,1,批發
syn_012000,找到可以維持生命的工作。,1,謀生
syn_012001,找到問題的答案或解決的方法。,1,解
syn_012002,找到隱藏的訊息。,1,開燈
syn_012003,找到隱藏的訊息的方式。,1,開燈
syn_012004,找醫生治病。,1,求診
syn_012005,承受，尤指內心感受。,1,耐
syn_012006,承接世代相傳的身份或頭銜。,1,世襲
syn_012007,承接前述作為工具或方法的事件，來達成後述目的。,1,藉以
syn_012008,承接前述的假設條件，用來引介下文。,1,的話
syn_012009,承擔管理或執行事件責任的人。,1,負責人
syn_012010,承擔管理或執行後述事件的責任。,1,負責
syn_012011,承擔管理或執行特定事件的特定對象。,1,宰
syn_012012,承擔責任。,1,負責
syn_012013,承繼前人的職位。,1,接任
syn_012014,承認有效力。,1,算
syn_012015,承認特定對象的價值並給予正面評價。,1,肯定
syn_012016,承認自己應付的帳款。,2,認賬;認帳
syn_012017,承認自己的罪行。,1,認罪
syn_012018,承認自己的錯誤。,1,認錯
syn_012019,把事實隱藏起來，不讓後述對象知道。,1,瞞
syn_012020,把他人的話當作事實而嚴肅對待。,1,認真
syn_012021,把全部數目加在一起。,1,合計
syn_012022,把兩面物體的被隱藏的正面顯露出來。,1,翻開
syn_012023,把分散的特定對象結合成一個整體或系統。,1,組織
syn_012024,把前述對象當作職業。,1,為生
syn_012025,把前述對象當做和後述對象相似以欺騙他人。,1,充
syn_012026,把原分開且異質的事物聚集結合在一起。,1,合
syn_012027,把原分開或張開的物體收攏在一起。,1,合
syn_012028,把原本合攏在一起的物體打開。,1,張
syn_012029,把意思或概念進一步表達出來。,1,發揮
syn_012030,把意思或概念進一步表達出來，強調呈現的結果。,1,發揮出
syn_012031,把應付的金錢依據約定，分在不同的時段付給。,1,分期
syn_012032,把手放在袖子裡。,1,籠
syn_012033,把握時機追求後述趨勢、潮流。,1,追求
syn_012034,把焦距調近。,1,推
syn_012035,把焦距調遠。,1,拉
syn_012036,把片狀物體黏在另一物體上。,1,貼
syn_012037,把物品放進後述容器。,1,裝
syn_012038,把特定對象分成對稱部分的直線。,1,軸
syn_012039,把特定對象說過的話再說一次。,1,重複
syn_012040,把特定食物和其他食物一起吃。,1,伴
syn_012041,把直立的物體放平。,1,橫
syn_012042,把紙貼在特定位置。,1,張貼
syn_012043,把脈。,1,切
syn_012044,把舌頭從嘴裡伸出來。,1,吐
syn_012045,把藥材或茶葉放在水裡煮，使其所含的成分進入水中。,1,煎
syn_012046,把處理完畢的書面公文、資料等建立成檔案，留供以後查證參考。,1,建檔
syn_012047,把處理完畢的書面公文、資料等歸入檔案，留供以後查證參考。,1,存檔
syn_012048,把袋狀物的內裡翻到表面。,1,翻開
syn_012049,把視線或目光集中在一點上。,1,盯
syn_012050,把門關上。,1,關門
syn_012051,把食物吃了，強調其不復存在。,1,吃掉
syn_012052,把食物送入後述對象口中。,1,餵
syn_012053,把食物送入特定對象的口中。,1,啖
syn_012054,抑制身體上疼痛的感覺。,1,止痛
syn_012055,抒解後述對象的低落情緒。,1,慰
syn_012056,抓住特定物體的一端用力甩動將物體攤開，通常是可展開的平面物體。,1,撒
syn_012057,投入時間和精力。,1,下
syn_012058,投手將球丟向捕手，讓打者揮擊。,1,投
syn_012059,投擲小而扁平的物體，使其在水面上跳躍滑行。,1,打
syn_012060,投擲炸彈的攻擊事件。,1,轟炸
syn_012061,投注全部心力於藝術。,1,獻藝
syn_012062,投資後獲得金錢。,1,回收
syn_012063,折扣的單位。,1,折
syn_012064,折疊紙、布或其他薄片狀物以覆蓋物體所有的面。,1,包
syn_012065,抬起腳向前走。,1,邁
syn_012066,抬起腿用腳撞擊特定對象。,1,踢
syn_012067,抵制後述對象，使其失去原有的地位或利益。,1,斥
syn_012068,抵抗敵人持續性的武力攻擊。,1,抗戰
syn_012069,拇指按住其他手指。,1,掐
syn_012070,拉住後述細長物以向上攀爬。,1,援
syn_012071,拍打特定對象的背部，使其能順利排出。,1,拍
syn_012072,拍打特定物體的用具。,1,拍
syn_012073,拒絕。,1,退
syn_012074,拒絕給予注意。,1,不屑一顧
syn_012075,拓印前述對象而成的成品。,1,拓
syn_012076,拖延預定執行後述事件的時間以逃避責任。,1,拖
syn_012077,招待。,1,待
syn_012078,招待賓客或聚會時的整桌酒食。,1,宴
syn_012079,招收、網羅。,1,招致
syn_012080,招收中學畢業生，教授特定領域與技術的學校，不包括大學。,1,專
syn_012081,拜訪探望與自己住在不同地方的親友。,1,探
syn_012082,拜訪探望與自己住在不同地方的親戚。,1,探親
syn_012083,拯救自己的國家。,1,救國
syn_012084,拿出自己所擁有的財物幫助他人。,1,捐助
syn_012085,拿刀以橫切的方式將後述食物切成片，通常是肉。,1,片
syn_012086,拿刀或其他類似物體刺或切後述對象。,1,刃
syn_012087,拿取或使用特定資源。,1,取用
syn_012088,拿定主意。,1,決定
syn_012089,拿特定物品並往主事者靠近。,1,拉
syn_012090,拿自己所擁有的後述事物給受益對象。,1,捐出
syn_012091,拿開用來覆蓋或遮擋的物品以顯露內容物。,1,揭
syn_012092,持有後述相關證件以證明特定身份或事件。,1,具有
syn_012093,持特定對象的兩端往反方向施力使其裂開。,1,撕
syn_012094,指「伊拉克」和「伊朗」。,1,兩伊
syn_012095,指「南韓」和「北韓」。,1,兩韓
syn_012096,指「板橋水庫」，位於河南省舞陽縣。,1,板橋
syn_012097,指一個變量按一定規律變化，持續變化的結果趨近於一常數。,1,極限
syn_012098,指上級的指令或通知發出。,1,下來
syn_012099,指不依賴人的意識決定的客觀事件。,1,存在
syn_012100,指不好的東西的人事物。,1,屎
syn_012101,指不經意穿著相同的衣物。,1,撞
syn_012102,指不識相的人。,1,白目
syn_012103,指事業有成，但過了適婚年齡尚未結婚的女子。,1,敗犬
syn_012104,指亞洲裔的人種。,1,黃
syn_012105,指人無道德觀念，如同禽獸。,1,禽獸
syn_012106,指人無道德觀念，如同禽獸。侮辱性用語。,2,畜牲;畜生
syn_012107,指人的地位由次要或代理提升為主要。,1,扶正
syn_012108,指人能力不足。,8,蹩腳;北七;智障;低能兒;豬腦;腦殘;白痴;智缺
syn_012109,指人能力不足。侮辱性用語。,2,白癡;笨蛋
syn_012110,指人能力不足。含有貶意。,1,傻瓜
syn_012111,指代關係子句的省略賓語。,1,所
syn_012112,指企業營運、交易所產生需要以資產或勞務償還的債務，通常以貨幣計量。,1,負債
syn_012113,指位於美國南加州，介於聖塔摩尼卡市、洛杉磯市中心、洛杉磯國際機場之間，臨太平洋的城市。,1,威尼斯
syn_012114,指位於義大利東北部，威尼斯灣內由島嶼組成的城市。,1,威尼斯
syn_012115,指依從母親、沒有主見男子。,1,媽寶
syn_012116,指具有女性陰柔氣質的男人。含有貶意。,1,娘娘腔
syn_012117,指冒充女性使用者的男性網民。,1,鍵盤小妹
syn_012118,指凶悍不講理的女子。侮辱性用語。,1,潑婦
syn_012119,指凶神。,1,煞
syn_012120,指出事情的優點鼓勵大眾實行。,1,提倡
syn_012121,指出後述對象的錯誤以評定後述對象的分數或等級。,1,改
syn_012122,指出後述缺點或錯誤並提出改正的方法。,1,糾正
syn_012123,指出確認。,1,指認
syn_012124,指利用光電效應的通訊方式，通過有線電或無線電裝置的通訊方式所傳送到遠方的照片、圖表、書信和文件等。,1,電傳
syn_012125,指前述事件發展達到後述目標的可能性很高。,1,可望
syn_012126,指前述對象中不確定的其中之一。,1,何者
syn_012127,指卑賤的人。,1,奴才
syn_012128,指南針指向180度的方位。,1,南
syn_012129,指南針指向東方與北方中間的方位，45度。,1,東北
syn_012130,指南針指向東方與南方中間的方位，135度。,1,東南
syn_012131,指南針指向西方與北方中間的方位，315度。,1,西北
syn_012132,指南針指向西方與南方中間的方位，225度。,1,西南
syn_012133,指品格低劣的人。侮辱性用語。,1,人渣
syn_012134,指國立中正文化中心國家音樂廳與國家戲劇院的建築物。,1,兩廳院
syn_012135,指在特定條件下產生的結果或是事物。,1,產物
syn_012136,指多個個體集合成後述單位。,1,成
syn_012137,指多個性質相近的個體形成後述完整整體。,1,成
syn_012138,指失敗者。,1,魯蛇
syn_012139,指女子。,1,娘兒們
syn_012140,指女性生殖器。粗俗用語。,1,雞巴
syn_012141,指好色之徒。,2,豬哥;登徒子
syn_012142,指定後述個人或相關機構負責處理特定事件。,1,責成
syn_012143,指專門從事網路活動的中國人民解放軍61398部隊。,1,網軍
syn_012144,指導、傳授知識技能或適當的行為給後述對象。,1,教給
syn_012145,指導、傳授知識技能或適當行為的活動。,1,教育
syn_012146,指導、傳授知識技能的行為。,1,教
syn_012147,指年少幼稚、不成熟和不懂事的人。,1,屁孩
syn_012148,指度量狹窄或吝嗇的人。,1,小氣鬼
syn_012149,指延遲完成作品的行為。,1,富奸
syn_012150,指引人反感的人。,1,討厭鬼
syn_012151,指很不好、沒有用的東西。,1,狗屎
syn_012152,指從事性交易的女子。侮辱性用語。,1,婊子
syn_012153,指性別不明、行為怪異的人。,1,人妖
syn_012154,指怯懦無能的人。,1,窩囊廢
syn_012155,指患有精神病的人。,1,瘋子
syn_012156,指意見內容切中要旨而精闢。,3,華肯;台肯;中肯
syn_012157,指感覺器官的機能。也可以泛指一般生物各種器官的功能,1,官能
syn_012158,指懶惰的人。,1,懶蟲
syn_012159,指所有在富有或有權勢的家族的住所中居住或工作的人。,1,府
syn_012160,指所有診治病患的醫療機構。,1,院
syn_012161,指數量多於所有其他的同類事物。,1,最多
syn_012162,指數量多於比較對象。,1,較多
syn_012163,指數量大到難以計算。,1,無數
syn_012164,指數量少於所有其他的同類事物。,1,最少
syn_012165,指數高低來回變化。,1,盤
syn_012166,指文學、書法等以腦力為主的活動。,1,文
syn_012167,指明特定事件，使他人瞭解。,1,指出
syn_012168,指時空上距離說話者較近的後述對象。,1,本
syn_012169,指智商不足的人。,2,智障;低能兒
syn_012170,指有聲望地位的家族。,1,大家
syn_012171,指條列或表格式的文件，可以作為事件的依據。,1,單
syn_012172,指正在經歷的後述時段。,1,本
syn_012173,指武術功夫、體育技能或其他以體力為主的類似活動。,1,武
syn_012174,指沒有工作、依靠父母經濟支援過活的人。,1,米蟲
syn_012175,指沒有明確指示的位置。,1,何
syn_012176,指沒有根據或不合情理的話。,1,狗屁
syn_012177,指沒有用的人。,1,廢材
syn_012178,指沒有羞恥心地做後述事件。,1,好意思
syn_012179,指沒有膽識、勇氣的人。,1,孬種
syn_012180,指派他人職務的命令。,1,任命
syn_012181,指淫蕩的女子。,1,騷貨
syn_012182,指無刻意安排下遇到。,1,撞
syn_012183,指照在物體上，使人能看見物體的物理現象。,1,光
syn_012184,指特定對象的數量僅剩後述數量。,1,最後
syn_012185,指特定時段的整體。,1,成
syn_012186,指特定陣營指派進入網路上製造對自己有利狀況的人。,2,網軍;婉君
syn_012187,指生物或物體所在處正面朝向的位置。,1,對面
syn_012188,指用特別的方式將訊息隱藏。,1,關燈
syn_012189,指男同性戀者。,1,甲
syn_012190,指男子的多名配偶中的其中一個。,1,奶
syn_012191,指男性生殖器。粗俗用語。,1,懶叫
syn_012192,指當主事者失去一切的時候，唯一剩下的可用的對象。,1,最後
syn_012193,指示電腦執行工作的指令，由符號與特定語法所組成的符號系統。,1,語言
syn_012194,指神經系統的組織發生病變或機能發生障礙的疾病。,1,神經病
syn_012195,指程度高於比較對象。,1,較多
syn_012196,指稱ptt的使用者。,1,鄉民
syn_012197,指稱後述的對象相同。,1,同
syn_012198,指稱政治立場偏向綠營的鄉民。,3,609;綠吱;吱吱
syn_012199,指稱政治立場偏向藍營的鄉民。,4,9.20%;689;藍蛆;蛆蛆
syn_012200,指經有線傳輸的電視系統。,1,有線
syn_012201,指美國的電影工業。,1,好萊塢
syn_012202,指美洲原住民。,1,紅
syn_012203,指能影響股價下跌的種種因素。,1,利空
syn_012204,指與參考事件相同的時間或地點。,1,當
syn_012205,指與某參照點相同的時期。,1,當代
syn_012206,指舞台上或攝影棚內的燈光效果。,1,光
syn_012207,指色情狂。,1,癡漢
syn_012208,指行為不正經、輕浮的女性。,1,三八
syn_012209,指行為舉止不合乎常理的女子。,2,肖查某;蕭查某
syn_012210,指言行舉止有別於眾人的人。,2,怪胎;怪咖
syn_012211,指言行舉止異常。含有貶意。,1,神經病
syn_012212,指言行舉止異常的人。,1,瘋子
syn_012213,指訊號不經有線傳輸的電視系統。,1,無線
syn_012214,指說話者和聽話者以外的複數動物。,1,牠們
syn_012215,指說話者所屬的團體。,1,本
syn_012216,指跟橢圓、雙曲線、拋物線等有特殊關係的點。,1,焦點
syn_012217,指跨越性別的泰國歌舞表演者，男扮女。,1,人妖
syn_012218,指透過人員在兩地之間用交通工具傳遞的信或包裹。,1,郵件
syn_012219,指過了適婚年齡尚未結婚的女子。,2,老處女;剩女
syn_012220,指過去的存在的後述對象中的所有個體單位。,1,歷
syn_012221,指遙遠的地方。,1,角
syn_012222,指針對特定對象的違法行為請求司法機關採取法律行動。,1,控告
syn_012223,指銀河系。,1,河
syn_012224,指陝西渭河流域一帶，位在函谷關、武關、散關、蕭關之中。,1,關中
syn_012225,指除了建築物或設備以外的資源。,1,軟體
syn_012226,指隴山，位於寧夏、甘肅、陝西交界處的一座山，渭河與涇河的分水嶺。,1,隴
syn_012227,指非洲裔的人種。,1,黑
syn_012228,指養尊處優、自恃甚高的女生個性。,1,公主病
syn_012229,指養尊處優、自恃甚高的男生個性。,1,王子病
syn_012230,按前述事物的觀點來陳述。,1,上
syn_012231,按前述比率來分配財物。,1,分成
syn_012232,按原來的方式進行。,1,照舊
syn_012233,按同樣授課內容編成的組別。,1,班
syn_012234,按滑鼠鍵進行指令。,1,擊
syn_012235,按照名次或程度排序。,1,數
syn_012236,按照學生能力將學生分到不同的班級。,1,分班
syn_012237,按照特定對象的類別或系統，採取整齊有系統的形式編輯的文件。,1,譜
syn_012238,按規定必須修習後述課程。,1,必修
syn_012239,挑選取用。,1,選取
syn_012240,挑選購買物品。,1,採購
syn_012241,振動在介質中的傳播過程，介質本身並不隨其前進。,1,波
syn_012242,振動後述器官。,1,鼓動
syn_012243,挺直脖子或背脊。,1,梗
syn_012244,挾持人質以勒索贖金。,1,綁
syn_012245,捉弄欺騙後述對象。,1,耍
syn_012246,捏製或燒製陶器的技術。,1,陶
syn_012247,捐助的款項。,1,捐款
syn_012248,捕魚。,1,漁
syn_012249,捕魚用的柵欄。,1,滬
syn_012250,捨不得後述對象受到傷害。,1,痛
syn_012251,捷克的文化。,1,捷
syn_012252,授予學士學位的教育制度。,1,大學
syn_012253,掌控後述典禮或活動的程序。,2,主持;主持
syn_012254,掌理國家經濟建設及經濟行政事務的政府機構。,1,經濟部
syn_012255,掌管國家內務行政事務的政府機構。,1,內政部
syn_012256,掌管國家教育事務的政府機構。,1,教育部
syn_012257,掌管國家財政事務的政府機構。,1,財政部
syn_012258,掌管工業發展事務的政府機構。,1,工業局
syn_012259,掌管港灣和船舶事務的政府機構。,1,港務局
syn_012260,掌管縣市教育事務的政府機構。,1,教育局
syn_012261,掌管縣市污染防治事務的政府機構。,1,環保局
syn_012262,掌管縣市社會行政與社會福利的政府機構。,1,社會局
syn_012263,掌管電信事務的政府機構。,1,電信局
syn_012264,排列出特定隊形或圖案。,1,擺
syn_012265,排列成為。,1,排成
syn_012266,排列成特定隊形。,1,排
syn_012267,排名或地位不分前後或主次。,1,並列
syn_012268,排名的順序。,1,位
syn_012269,排灣族的文化。,1,排灣族
syn_012270,排解兩個以上特定對象間的衝突。,1,分解
syn_012271,排除後述事項，使前述事項佔有其位。,1,代
syn_012272,掛在桿秤上和其他物體比較，以用來測量重量的金屬塊。,1,錘
syn_012273,採取強烈行動來報復對自己的利益或情感造成重大損害的人。,1,復仇
syn_012274,採取後述模式。,1,走
syn_012275,採取特定方式，使體重降低。,2,減肥;減
syn_012276,採用於某種來源。,1,取自
syn_012277,採用特定想法或題材。,1,取材
syn_012278,採用特定材料。,1,取材
syn_012279,採用的材料。,1,取材
syn_012280,探望問候親人，通常是父母。,1,寧
syn_012281,探望問候親友，通常是長輩。,1,省
syn_012282,探討。,1,索
syn_012283,探討特定問題，或依特定主題集結相關研究以進行討論的會議。,1,研討會
syn_012284,探討研究學問。,1,求學
syn_012285,接任特定對象的工作或職務。,1,接
syn_012286,接到。,1,收
syn_012287,接力賽跑中，接交棒子的過程。,1,接棒
syn_012288,接力賽跑中，接受他人傳交的棒子。,1,接棒
syn_012289,接受。,1,當
syn_012290,接受並承擔應賠償他人損失的結果。,1,認賠
syn_012291,接受並承擔競爭失敗與應付代價的結果。,1,認賠
syn_012292,接受並承擔資本損失的結果。,1,認賠
syn_012293,接受並擔任後述職位。,1,出任
syn_012294,接受並服從後述對象的意見。,1,聽
syn_012295,接受並處理特定事件。,1,接
syn_012296,接受他人委託的任務。,1,受託
syn_012297,接受他人的過錯，並且不追究。,1,原諒
syn_012298,接受別人的說法或請求。,1,講話
syn_012299,接受前人留下的事業。,1,繼
syn_012300,接受命令做後述動作。,1,受命
syn_012301,接受報酬替他人做事。,1,受雇
syn_012302,接受後述負面事件發生而不干涉。,1,允許
syn_012303,接受成為特定團體或集合的一部份。,1,收
syn_012304,接受按摩，以達到放鬆的目的。,1,馬
syn_012305,接受教育。,1,受教
syn_012306,接受正式邀請。,1,應邀
syn_012307,接受特定對象的恩惠或邀請時的客套話。,1,賞
syn_012308,接受申請。,1,收件
syn_012309,接受訓練以學習特定技能。,1,受訓
syn_012310,接受負面的結果。,1,認
syn_012311,接受貴族豪門資助，並提供其幫助的人。,1,客
syn_012312,接在數詞之後，代指特定對象，通常是上文已提過的。,1,者
syn_012313,接收並呈現無線電波所傳輸影像訊號的裝置。,1,電視
syn_012314,接收到有關特定對象的訊息。,1,聞名
syn_012315,接收後述難以忍受的負面情緒。,1,飲
syn_012316,接收郵件。,1,收件
syn_012317,接收針對某種題目，提供相關意見或問題的箱子。,1,信箱
syn_012318,接替責任或所有權。,1,接棒
syn_012319,接洽詢問。,1,洽詢
syn_012320,接續前人的傳統。,1,承
syn_012321,接續已完成作品的情節內容而產生的新作品。,1,續集
syn_012322,接觸到危害身體健康的物質而產生不良反應。,1,中毒
syn_012323,接觸溫度過高的物體而受到傷害。,1,燙
syn_012324,接觸特定化學藥品或放射性物質而使後述對象遭受破壞。,1,燒
syn_012325,接近。,1,臨近
syn_012326,接近事件發生的時段。,1,傍
syn_012327,接近兩個平面相接處，並被兩個平面所包圍的部份。,2,角;角落
syn_012328,接近動物表皮的可以被看見的靜脈血管。,1,筋
syn_012329,接近參考點中心。,1,內
syn_012330,接近地面的水蒸氣，遇冷而凝結在物體表面的白色結晶顆粒。,1,霜
syn_012331,接近後述完成狀態，通常接負面狀態。,1,瀕臨
syn_012332,接近後述狀態。,1,臨
syn_012333,接近敵人的地帶。,1,前方
syn_012334,接近標準或平均的時段長度。,1,中
syn_012335,接近標準或平均的規模大小。,1,中
syn_012336,接近熱源利用熱能使後述物體乾燥。,1,烤
syn_012337,接近熱源利用熱能加熱後述物體。,1,烤
syn_012338,接近熱源利用熱能取暖。,1,烤
syn_012339,接近球體的物體。,1,粒
syn_012340,接通特定線路。,1,接
syn_012341,控制、約束感情或思想。,1,收
syn_012342,控制水量的旋轉開關。,1,龍頭
syn_012343,控制電腦作業與其周邊資源運用的套裝軟體。,1,系統
syn_012344,控制電腦螢幕上指標移動的裝置。,1,鼠
syn_012345,推動特定領域大幅改變。,1,革命
syn_012346,推動特定領域大幅改變的事件。,1,革命
syn_012347,推究事物的根源或道理。,1,格
syn_012348,推翻被認為是保守的政權。,1,解放
syn_012349,推行發展。,1,推展
syn_012350,推開後述物體。,1,排
syn_012351,掩埋屍骨。,1,收
syn_012352,描述一個人的想法或感情的量。,1,腔
syn_012353,描述一致的景象。,1,番
syn_012354,描述人事物情感、氣氛的湧現。,1,股
syn_012355,描述人所思考的事。,1,腦
syn_012356,描述人物故事的作品，通常有杜撰成份。,1,傳
syn_012357,描述像絲般細微的事物。,1,絲
syn_012358,描述前述對象的氣質。,1,派
syn_012359,描述力量的湧現。,1,股
syn_012360,描述強烈氣味與聲音。,1,股
syn_012361,描述後述事物在性質、狀況上和前述的事物相似，因而拿來作比喻。,1,好比
syn_012362,描述感覺。,1,番
