syn_id,syn_def,syn_lemmas
syn_002131,地球自轉一周所需的時間。,日;朝
syn_002132,地面砂泥等混合的固態物。,泥土;土
syn_002133,埋葬死者的場所。,墳;丘;塚;冢
syn_002134,執行國家權力的機關。,政府;官
syn_002135,執行法令，維持公共秩序、保護社會安寧的單位。,警方;警
syn_002136,報章雜誌每一頁所佔的空間範圍。,版面;版
syn_002137,場面。,臺;台
syn_002138,外在因素所引起的傷害與苦難。,劫;災;難;禍
syn_002139,多個特定對象排列成行或成列的集合體。,列;排
syn_002140,多數人為特定目標的聚集。,會;會議
syn_002141,多種的顏色。,彩;色彩;顏色;彩色;色
syn_002142,夜晚天空中閃爍發光的天體。,明星;星
syn_002143,大多數的人。,公眾;民
syn_002145,大學中教授中文知識的教學研究單位。中文系所的簡省。,中;中文
syn_002146,大學中教授哲學知識的教學研究單位。哲學系所的簡省。,哲;哲學
syn_002147,大學中教授數學知識的教學研究單位。數學系所的簡省。,數;數學
syn_002148,大學中教授日文知識的教學研究單位。日文系所的簡省。,日文;日
syn_002149,大學中教授法律知識的教學研究單位。法律系所的簡省。,法律;法
syn_002150,大學中教授物理知識的教學研究單位。物理系所的簡省。,理;物
syn_002151,大學中教授英文知識的教學研究單位。英文系所的簡省。,英文;英
syn_002152,大學中教授體育知識的教學研究單位。體育系所的簡省。,體;體育;体
syn_002153,天生的聰明才智。,智慧;智
syn_002154,天賦的能力及其發展出來的才能。,才;材
syn_002155,太陽發出的光和熱。,日;太陽;陽;陽光
syn_002156,太陽系的第三顆行星。,地;地球;地面
syn_002157,失去原有使用價值的物品。,廢物;廢棄物;廢
syn_002158,女子在婚姻關係中的配偶。,夫;丈夫;先生
syn_002159,女子對丈夫的母親的指稱。,婆;姑
syn_002160,女子對丈夫的父親的指稱。,公公;公;舅
syn_002161,女子月經來潮的事件。,好朋友;生理;經
syn_002163,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,媽媽;阿媽;母;母親;媽;娘;老娘
syn_002164,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,爸爸;爸;父;父親;爹;爺;老子
syn_002165,字的音讀。,音;讀
syn_002166,完成後可以得到博士學位的學程。,博士;博
syn_002167,寫作或講話的題材。,料;材料
syn_002168,射箭的技術。,箭;矢
syn_002169,專指演藝人員。,明星;星
syn_002170,專門培養小學師資的獨立學院。,師院;師範;師範學院
syn_002171,對中老年女性僕人的稱呼。,媽;娘;嬤
syn_002172,對事實作紀錄報導的影片。,紀錄片;記錄片
syn_002173,對事物提出的看法或解釋。,理論;說法
syn_002174,對兄弟姊妹的子女的指稱。,姪;侄
syn_002175,對同父或同母所生並比自己先出生的女子的指稱。,姐;姊姊;姊
syn_002176,對同父或同母所生並比自己先出生的男子的指稱。,哥;哥哥;兄;昆
syn_002177,對同父或同母所生並比自己後出生的男子的指稱。,弟弟;弟;仲
syn_002178,對女子在婚姻關係中的配偶的指稱。,夫;丈夫;先生;婿
syn_002179,對有孫子的女子的指稱。,婆;奶
syn_002180,對有孫子的男子的指稱。,公公;祖父;爺爺;公;爺
syn_002181,對朋友的子女的指稱。,姪;侄
syn_002182,對特定事件的看法或願望。,想;意思;意;念;思;想法;思想
syn_002183,對特定事物的認識見解。,看法;見
syn_002184,對特定對象所產生的作用。,影響;作用
syn_002185,對特定對象持有的看法。,調;主張;意見
syn_002186,對男子在婚姻關係中的配偶的指稱。,室;太太;妻子;婦;妻;房
syn_002187,對發問內容所給的回應。,回答;答案
syn_002188,對聽話者而言特定事物內部所代表的意義或價值。,物;內容
syn_002189,對與祖父年紀相仿的一般年長男子的尊稱。,公公;爺爺;爺
syn_002190,對觀眾與讀者的稱呼。,看倌;看官
syn_002191,對過去事件的記憶，通常指發生時間較久遠的事件。,回憶;憶
syn_002192,小孔。,眼;目
syn_002193,小孩的總稱，通常指12歲以下。,兒童;小朋友;兒
syn_002194,尚未成年的人。,幼;小孩子;孩子;小孩;孩;童;娃
syn_002196,屬於刑法範圍的法律事件。,刑事;刑
syn_002197,屬於國家、團體或私人所有的土地。,土;地面;土地
syn_002198,屬於國家、團體機關或個人所有的有價值的所有物。,資產;財產;業;產
syn_002199,山東的文化。,山東;魯
syn_002200,工作所獲得的金錢報酬。,收入;薪;所得
syn_002201,工業生產中可作為標準的固定樣式。,板;版
syn_002202,希望將來能達到特定目標的想法。,願;夢
syn_002203,希望獲得或完成特定對象的心理狀態。,慾;欲
syn_002204,帶有污垢雜質的廢水。,汙;污水;污
syn_002205,常綠或落葉灌木，葉子橢圓形，春夏開花，有紅、紫紅、白等色。,杜鵑;杜鵑樹
syn_002206,平行光線射於球面鏡或透鏡上，被反射或折射後所集聚的一點。,焦點;焦
syn_002207,年紀大的人。,老人;叟
syn_002208,年紀小的女性孩童。,妹妹;女孩
syn_002209,年輕的女子。,妹妹;女孩;妞;妹
syn_002210,年輕的男子。,弟弟;弟
syn_002211,年齡大致相同的一群人。,代;紀;輩
syn_002212,座位。,座;位;席
syn_002213,廬山的文化。,廬山;廬山
syn_002214,建築物中以牆壁隔開的單位。,室;房;房間
syn_002215,建築物中用來支撐該建築物的水平長型條狀物。,梁;樑
syn_002216,建築物的底層。,基層;基;基礎
syn_002217,形狀彎曲，可用來懸掛、連結或探取特定物體的器具。,勾;鉤
syn_002218,影片工業，包括週邊相關的所有活動。,電影;影
syn_002219,彼此交情深厚的男性朋友。,弟兄;兄弟
syn_002220,很多的人。,眾;人們
syn_002221,從事教學工作的人。,教師;師;師範;教
syn_002222,從出生到死亡的時間。,一生;生;輩
syn_002223,從多個同類對象中所挑選出的特定對象。,選;選擇
syn_002224,從樹上被砍下或截斷的木頭，通常被用來當柴或建築材料。,材;木
syn_002225,從眼睛分泌出來的透明液體。,泣;淚
syn_002226,從起點到終點的距離。,路;途
syn_002227,快樂的感覺或事情。,樂;愉;娛
syn_002228,悲傷的感觸。,傷感;感傷
syn_002229,想做特定事件的念頭。,心;意
syn_002230,想要到達的位置。,目的地;目的
syn_002231,應付的款項。,賬;帳
syn_002232,應該遵守的規定。,則;儀;矩;秩序;範;規則;紀;規
syn_002234,懷有不良意圖的人。,有心人;有心人士
syn_002235,成對物品中具有相對的雄性特徵，多半是體型較大或外表有凸出物。,雄;公;陽
syn_002236,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,母;陰;雌
syn_002237,成年女子。,婦女;女人;婦
syn_002238,成年男子。,丁;男人;夫
syn_002239,戲劇中演員扮演的人物。,腿;角;腳;角色;卡
syn_002240,房屋。,戶;厝
syn_002241,才能與技藝。,才藝;藝
syn_002242,打撞球時一次的擊球動作。,杆;桿
syn_002243,打高爾夫球時一次的揮擊動作。,杆;桿
syn_002244,抽象事件。,物;東西
syn_002245,指商品在市場中的供需關係及消費者的接受度。,市場;市
syn_002246,指所陳述事件的部份或方面。,地方;點
syn_002247,指拋開現代主義限制的藝術派別。,後現代;後現代主義
syn_002248,指站在對方的立場去體會對方內心感受的態度。,恕;同理心
syn_002249,指網路上固定的位址。,點;節點
syn_002250,按期繳納費用給特定商業機構，該機構會對於特定原因所導致的損害負擔賠償財物的一種商業行為。,險;保;保險
syn_002251,按照質量、程度或地位的差異而作出的區別。,等;流;級;品
syn_002252,採捕或養殖水中動、植物的產業。,漁業;漁
syn_002253,接受邀請、招待或前來拜訪的人，相對於主人。,客人;客
syn_002254,事物的基本成分。,素;元
syn_002255,交通工具的煞車裝置，通常是車子。,剎;煞
syn_002256,以前述知識技能為職業的人。,師;士
syn_002257,以滷的方法製成的食品。,滷;魯
syn_002258,以狗為形象製成的人造物。,狗;犬
syn_002259,以豬為形象製成的人造物。,豬;豚
syn_002260,以飛機運輸搭載乘客或貨物為主要業務的機構。,航空;航
syn_002261,依照特定語言規律所定義的分類的詞。,詞;辭
syn_002264,具有製作前述物品技術，並以其為職業的人。,匠;作
syn_002265,功能或形狀像槍的物體。,槍;鎗
syn_002266,加工製成的沒有水份的或含水份少的食品。,乾;干
syn_002267,比喻具有前述特質的人。,砲;炮
syn_002268,在三度空間內佔有特定體積的物體。,體;体
syn_002269,在前述地點的寺廟中所供奉的媽祖。,媽;媽祖
syn_002271,大眾所接受、使用的民間禮儀習慣。,慣;習;俗
syn_002272,大而扁平的肉片。,排;扒
syn_002273,專門從事前述行業的商店。,號;行;庄;莊
syn_002274,對具有前述負面特質的人的貶稱。,精;鬼
syn_002275,對大眾開放，具有特定服務功能的單位。,台;臺;櫃
syn_002276,對特定對象強烈地喜愛或投入的人。,狂;癡
syn_002277,對與父親年紀相仿的一般年長男子的尊稱。,爸;爸爸
syn_002278,對與祖母年紀相仿的一般年長女子的尊稱。,婆;奶
syn_002279,對親屬中與母親同輩的已婚女子的稱呼。,媽媽;媽;娘
syn_002280,對親屬中與父親同輩的已婚男子的稱呼。,爸爸;爸
syn_002281,對親屬中與祖母同輩的女子的稱呼。,婆;奶
syn_002282,對親屬中與祖父同輩的男子的稱呼。,公;爺
syn_002283,幼小、尚未發育成熟的動物。,子;娃;犢;仔
syn_002284,彎轉成圓筒狀的物體。,卷;捲
syn_002285,從事前述勞動工作的男子。,丁;夫
syn_002286,政府機關或團體分工辦事的單位。,局;廳
syn_002287,有捲軸的書畫作品。,卷;軸
syn_002288,比喻大量前述對象聚集在特定地點所形成的集合體。,林;叢
syn_002289,比喻物體的末端。,屁;臀
syn_002290,民間對所信仰的女性神明的稱呼。,妃;婆;媽;娘
syn_002291,民間對所信仰的男性神明的稱呼。,公;爺
syn_002292,為測量特定對象所設計的裝置。,器;儀
syn_002293,物體中央突起呈長條狀的部份。,梁;樑
syn_002294,物體形狀像肚子的部份。,肚子;肚;腹
syn_002295,特定平面的中心。,心;央
syn_002296,特定競賽中頒給優勝者的獎盃，通常是運動競賽。,杯;盃
syn_002297,特定競賽的名稱，通常是運動競賽。,杯;盃
syn_002298,經過加工合成具有特定功能的濃稠液態物質。,乳;精
syn_002299,纏繞在圓筒上的細長物品。,卷;捲
syn_002300,衣物上的部件，用於穿過釦眼來固定衣物或裝飾。,扣;紐;釦
syn_002301,記載或描述事物的作品。,記;錄;志;紀
syn_002302,輕蔑他人的言語。,蟲;虫
syn_002303,通常用於地勢較低而平的坡地的名稱。,崗;岡
syn_002304,提供植物養份的物質。,料;肥料;肥
syn_002305,提供碩士或博士學位的教育制度。,研究院;研究所;研
syn_002306,搭建在水面上連接兩岸以供人車通行的建築物。,梁;樑
syn_002307,擁有支配特定對象權力的人。,主人;主
syn_002308,擔任政府機關官職的人。,官人;官員
syn_002309,擬定的步驟與方法。,計;謀;計畫;計劃;規劃;規畫;籌
syn_002310,收入和支出的記載。,賬;帳
syn_002311,收到的金錢。,收入;所得
syn_002312,改變物體運動狀態的能量。,力;力量
syn_002313,教學活動。,課堂;堂
syn_002314,敲打用的短棒，通常一端較大且堅硬。,鎚;搥;捶;槌;錘
syn_002315,整個事物的全部。,整體;總體
syn_002316,整體中可區分的組成單位。,部分;部份;角;部
syn_002317,文字作品內容結構的主要單位，通常有編號或標題。,章;編;矇
syn_002318,文字的書寫形式。,體;体
syn_002319,文學藝術等創作的成品。,作品;作
syn_002320,文章用詞造句的風格和技巧。,筆觸;文字
syn_002321,新加坡的文化。,新;星;新加坡;星加坡
syn_002322,新鄭的文化。,鄭;新鄭
syn_002323,施用在特定對象身上的符咒。,咒;符
syn_002324,日常活動的情況。,生活;日子
syn_002325,昆蟲和蠕蟲類的小動物的通稱。,蟲;虫
syn_002326,時間單位，一分鐘為一小時的六十分之一。,分鐘;分
syn_002327,時間的一個段落。,時;時間;辰
syn_002328,時間的單位，一個禮拜有七天。,禮拜;星期;週
syn_002329,時點。,時;時間
syn_002330,晚上天空最明顯的發光的天體，二十八日有形狀的週期改變。,明月;月
syn_002331,書寫筆畫的一種，呈由左往右的直線。,畫;橫
syn_002332,書寫筆畫的一種，由左向右上斜的下鈍上尖的筆畫。,提;挑
syn_002333,書寫者所寫下的自己的名字。,字;簽名
syn_002334,會議中記載開會內容的人。,記錄;紀錄
syn_002335,有一定計畫的建設工作。,工程;工
syn_002336,有天賦能力的或經過良好訓練的人。,才;材;人才
syn_002337,有子女的女子。,媽媽;母;母親;媽;娘
syn_002338,有子女的男子。,爸;爸爸;父;父親;爹
syn_002339,有孫子的女子。,婆;媽;奶;阿媽;嬤
syn_002340,有孫子的男子。,祖父;爺爺;公;爺
syn_002341,有抽屜或門可供放置物品的家具。,櫃;匱
syn_002342,有文字或圖畫的出版品。,卷;書;籍
syn_002343,有旋律和詞、可供人歌唱的音樂作品。,歌;曲
syn_002344,有機體特別是人或動物軀體的總稱，人或動物生理組織的整體或專指動物的軀幹。,身體;體;身
syn_002345,有生理或心理機能障礙的人。,殘;殘障
syn_002346,木本植物類的通稱，多年生植物，主要由樹幹及樹葉組成。,樹;木;樹木
syn_002347,李樹果實所醃漬成的蜜餞。,李;李子
syn_002348,李樹的果實。,李;李子
syn_002349,果實內保護果仁的堅硬外殼。,核心;核
syn_002350,架設在網際網路上以HTTP傳輸交換資訊的所有網站的總稱。,網;網路
syn_002351,根據已經知道的事實所提出來的合理假設。,推測;猜測
syn_002352,梅樹的果實。,梅;梅子
syn_002353,植物果實向兩側延伸出像昆蟲或鳥類翅膀的部份。,翅;翅膀;翼
syn_002354,植物的主要器官之一，主要用於繁殖，通常具有顏色鮮豔和形狀漂亮的花瓣。,花兒;英;芳;花;華
syn_002356,植物的器官，由胚珠發育而成，可以發展成與母株相同的植物，主要由種皮、胚和胚乳三部份組成。,種;仔;子;種子
syn_002357,極為珍貴的物品。,珍;寶
syn_002358,構成特定對象的外部輪廓。,形;狀;影
syn_002359,模範，模仿學習的對象或模式。,樣;樣子
syn_002360,機關中依照工作性質所分設的單位，通常在處或室之下，在股之上。,課;科
syn_002361,權貴或富有人家所擁有的大範圍土地及其內內的建築物。,庄;莊
syn_002362,正文之前，用以說明或介紹全書內容的部份。,前言;敘;敍
syn_002363,正規學校系統之外，教授特定知識或技能的場所。,班;學校
syn_002364,武術中使槍的技法。,槍;鎗
syn_002365,歷史上依特定標準而劃分的特定時段。,年代;時代;世紀
syn_002366,死了父親的孩子。,孤;孤兒
syn_002367,每個人。,人;人人
syn_002368,比一般更快的路程或方法。,捷徑;近路
syn_002369,比一般更遠的路程。,遠道;遠路
syn_002370,比喻一次對立競爭的比賽。,仗;戰;役
syn_002371,比喻不正當的利益或好處。,油;肥
syn_002372,比喻事件原來或預期的形式。,樣;形
syn_002373,比喻事件發展的基礎。,基層;立基;基;基礎;肩;體;本
syn_002374,比喻事物改變的程度。,幅;幅度
syn_002375,比喻事物的用途或正面作用。,意義;價值;義;意;含意
syn_002376,比喻人的尊嚴。,臉;顏;面目
syn_002377,比喻人的精神和情緒。,魂;魄
syn_002378,比喻做特定事件需要的精神心力。,勁;力
syn_002379,比喻兩個以上的對象因目的上的對立而產生持續性的衝突。,戰爭;戈;戰
syn_002380,比喻具有進行特定事件的特質。,料;材料
syn_002381,比喻前述事件發展的方向。,走向;趨勢
syn_002382,比喻前述對象在傳遞交換時的提供者。,來源;源
syn_002383,比喻動物的聽覺。,耳;耳朵
syn_002384,比喻參與事件的身份。,腿;角;腳
syn_002385,比喻反映特定對象，可供參考或警惕的對象。,鏡;鑑;鑒
syn_002386,比喻古時官職的等級。,階級;品
syn_002387,比喻可以被傳承的責任。,棒子;棒
syn_002388,比喻吸引眾人注意力的對象。,焦點;焦
syn_002389,比喻團體中會對該團體產生危害的特定對象。,毒物;膿;病毒
syn_002390,比喻在團體中扮演領導角色的人。,將;將軍;帥
syn_002391,比喻在特定事件中最重要的角色。,梁;樑
syn_002392,比喻地區或機構所呈現的整體外觀。,貌;顏;容
syn_002393,比喻家庭經濟狀況。,環境;出身
syn_002394,比喻富有教育意義事件的單位。,課;課程
syn_002396,比喻對特定事物的認識見解。,心;眼;眼睛
syn_002397,比喻心中對特定事件的計畫，通常是為了自己的利益。,賬;帳
syn_002398,比喻應負的責任。,賬;帳
syn_002399,比喻成為習慣的嗜好。,癮;癖
syn_002400,比喻方法、手段。,套;招
syn_002401,比喻時代的趨勢或潮流。,時;歲
syn_002402,比喻有正面價值的前述對象。,資產;財產
syn_002403,比喻比一般更快或省時的方法。,捷徑;近路
syn_002404,比喻消化功能。,肚子;肚;腹
syn_002405,比喻為他人從事勞動工作的人。,馬;牛
syn_002406,比喻物體內的中空部份。,腔;膛
syn_002407,比喻物體的存在時間長度。,年紀;年齡;齡
syn_002408,比喻物體連接最頂端的部份。,脖;頸
syn_002409,比喻特地培養的事件發展的開端或推動者。,種;種子
syn_002410,比喻特定事件的發展過程。,道路;途徑;路
syn_002411,比喻特定事件的程度。,指數;濃度
syn_002412,比喻特定事件進行時不容易找到或無法維持很久的適當時間。,時;隙
syn_002413,比喻特定事件進行的快慢的程度。,速度;速率
syn_002414,比喻特定作品達到的成熟程度。,境地;境
syn_002415,比喻特定對象具有的前述特質。,色彩;顏色;味;味道
syn_002416,比喻特定對象呈現出的表象。,外殼;殼
syn_002417,比喻特定對象所涉及到的所有相關事物。,範疇;範圍
syn_002418,比喻特定對象的重要核心部份。,核心;中心
syn_002419,比喻生物適合從事前述事件的一段生命時間範圍。,年紀;年齡;齡
syn_002420,比喻生產能力。,肚子;肚
syn_002421,比喻當代的主流思想和趨勢。,年代;時代
syn_002422,比喻的內容。,比喻;喻
syn_002423,比喻符合前述標準且具有共同性質的對象的集合體。,林;列
syn_002424,比喻缺點。,垢;病
syn_002425,比喻能使才能或特質得到發揮的領域。,天;天空
syn_002426,比喻能修補前述對象或解決特定問題的特定對象。,醫生;醫;醫師
syn_002427,比喻能力比較好的人。,將;帥
syn_002428,比喻能達到特定目標的途徑。,道路;管道;途徑;途;路
syn_002429,比喻自成體系的組織或現象。,界;境
syn_002430,比喻處理事情或解決問題的方法。,道;軌;轍;途
syn_002431,比喻被射出的箭能到達的距離。,箭;矢
syn_002432,比喻視覺可觀察到的事件狀態。,景;情景;畫面
syn_002433,比喻言語攻擊。,砲;炮;槍;鎗
syn_002435,比喻進行特定事件所應具備的條件或標準。,格;資格
syn_002436,比喻達成特定事件可以憑藉的條件。,本錢;本;資本
syn_002437,比喻達成特定事件最重要的條件。,匙;鑰
syn_002438,比喻違法者躲避法律制裁的行為。,躲貓貓;捉迷藏
syn_002439,比喻開創或造成前述對象的特定對象。,來源;源頭;源
syn_002440,比喻阻礙事件進行的特定對象。,障礙;障
syn_002442,水受熱沸騰後變成的氣體。,氣;汽
syn_002443,水墨畫筆勢的一種，含墨量多。,濕;溼
syn_002444,水氣在零度以下所凝結成的六角形白色晶體。,雪;冰雪
syn_002445,水生脊椎動物的通稱，用鰓呼吸，有鰭。,魚類;魚
syn_002446,江蘇的文化。,蘇;江蘇
syn_002447,沒有固定形狀或體積，可以流動的物體。,氣;汽;氣體
syn_002448,沖泡出來的飲料，通常是茶或咖啡。,泡;沖
syn_002449,河川開始流出的特定處所。,來源;源頭;源
syn_002450,法國的文化。,法國;法
syn_002451,泰雅的文化。,泰雅;泰雅族
syn_002452,混合著水與土的半固體狀物。,泥土;泥
syn_002453,測量的工具。,表;錶
syn_002454,激進的政治思想。,左;左邊;左派;左翼
syn_002455,為了傳遞或公告訊息而設置的板狀物。,板;版
syn_002456,為自己的生涯所立下的目標。,志願;志
syn_002457,為表揚或勉勵而發給的榮譽。,賞;獎
syn_002458,無法自己選擇的角色。,分;份
syn_002459,燃燒後可產生能量的一種氫碳化合物或其衍生物。,化石燃料;石化燃料
syn_002460,父母對自己所生育的女性後代的指稱。,女生;女;女兒
syn_002461,父母對自己所生育的男性後代的指稱。,男生;仔;男;兒子;子;兒
syn_002462,父親和母親。,親;父母
syn_002463,物質的存在狀態。,體;態;体
syn_002464,物體中空可被其他物體通過的地方。,孔;竅
syn_002465,物體在單位時間內運動所經過的距離，不考慮其運動方向。,速;速度;速率
syn_002466,物體存在的範圍，由長度、寬度、高度所構成的無限延伸的系統，通常和時間相對。,空;空間
syn_002467,物體振動或搖擺所展開的寬度。,幅;幅度
syn_002468,物體表面因反射或透過的光波，產生特定視覺現象所呈現的結果。,色彩;顏色;顏;色
syn_002469,物體表面狹小細長的缺口。,縫;隙
syn_002470,物體表面破裂可穿透的部份。,空;洞
syn_002471,特別專注的觀察。,注意;側目
syn_002472,特定事件實現的可能性。,機會;希望;可能;可能性
syn_002473,特定事件的主要屬性所呈現的狀態。,狀態;態
syn_002474,特定事件的發展狀態。,態;姿
syn_002475,特定事件進行時不容易找到或無法維持很久的適當時間。,機會;機
syn_002476,特定事物所預期發揮的功能。,用處;用途;用
syn_002477,特定區域內視覺可觀察到的現象，特別指其形狀配置或光線、色彩使觀者有特定的感覺。,景;色
syn_002478,特定區域長期的大氣平均狀況。,天氣;氣候
syn_002479,特定君王的統治時期。,朝;代
syn_002480,特定地點及與其相連的地區。,帶;溜;一帶
syn_002481,特定對象主觀認為的壞處。,弊;害
syn_002482,特定對象主觀認為的好處或正面的影響。,利益;好處
syn_002483,特定對象所有權的擁有者。,主人;主
syn_002484,特定對象所涵蓋的區域面積。,境;範圍;範
syn_002485,特定對象發揮效力所獲得的正面結果。,功;效力;效果;效;力量
syn_002486,特定對象的性質的優劣程度。,質;品;品質
syn_002487,特定對象連續變化或發展時所經歷的歷程。,經過;過程
syn_002488,特定機構組織為達到特定目標所採取的方法、策略。,政;政策
syn_002489,特定民族或宗族的上代。,先;祖;宗
syn_002490,特定的一天。,日;日子
syn_002491,特定行進路徑。,條;途徑;路;路線;線
syn_002492,特定設備或商品的使用者。,戶;用戶
syn_002493,特指幫派成員。,弟兄;兄弟
syn_002494,牽涉到法律的犯罪事件。,案;獄
syn_002495,犬科動物，家畜。,狗;犬
syn_002496,犯了傷害生命的犯罪案件的對象。,兇;凶
syn_002497,狹小細長的開口，可供其他對象通過。,隙;縫
syn_002498,獨立的建築物。,房舍;房屋;殼
syn_002499,獨立而首尾完整的成篇文字。,文;文字;文章
syn_002500,環境中混入有害物質的事件。,汙;污
syn_002501,生活或工作上所使用的人造物。,用具;器具;器
syn_002502,生物存活的時間長度。,年;歲;年紀;年齡;齡
syn_002503,生物生存的機能。,命;身;生命
syn_002504,生物身上用來防衛或攻擊的尖銳突出物。,刺;針
syn_002505,生物體所具有的生命力。,生氣;生意
syn_002506,生理或心理上發生的不正常的狀態。,疾病;病症;病;症;疾
syn_002508,生理或心理機能上的障礙。,殘;殘障
syn_002509,生肖屬兔的人。,兔;兔子
syn_002510,生肖屬狗的人。,狗;犬
syn_002511,產品來源的標示。,身分證;身份證
syn_002512,用來使人瞭解或熟悉特定對象的訊息內容。,介紹;介
syn_002513,用來做為等級的依據。,星;鑽
syn_002514,用來反映物體形象的器具。,鏡;鑑;鑒
syn_002515,用來打撞球的杆子。,杆;桿
syn_002516,用來打高爾夫球的杆子。,杆;桿
syn_002517,比喻用來衡量特定對象的規範。,標準;準;準線
syn_002518,用來表示人或物的行為、動作或事件發生的詞。,動;動詞
syn_002519,用來表示特定事物或概念的詞或片語。,詞;辭
syn_002520,用來補充說明或解釋本文的文字。,註;注
syn_002521,用來製造特定物品的物質。,原料;材料;材;料
syn_002523,用來說明事件或代表前述情況的對象。,例子;例
syn_002524,用來釣魚的竿子，一端繫線，線端有鉤。,杆;桿;竿
syn_002525,用嘴輕觸對方以示親密的動作。,啵;吻
syn_002526,用於換取等值特定對象的金錢。,費用;花費;料;資;費;錢
syn_002528,用於營利或其他投資事業的金錢。,資;資金;本金
syn_002529,用水清洗身體的事件。,澡;浴
syn_002530,用茶葉沏成或煮成的飲料。,茶;茗
syn_002531,由具有公信力的機構檢驗後所給予的能夠代表其資格的文件。,證;証;證明
syn_002532,由具有權力的機構所發出的用以證明配帶者身份的小卡片。,證;証
syn_002533,由各種零件組成，可供運轉操作的裝置。,機器;機械;機
syn_002534,由專業人員透過報紙、廣播、電視等媒介，對大眾傳遞消息、知識的過程。,傳播;大眾傳播
syn_002535,由條狀物鋪成的供火車或電車等交通工具在上行駛的路徑。,軌;轍
syn_002536,由起點沿著大致為圓形的路徑回到原點而圍成的形狀。,圈子;圈;匝
syn_002537,由過去、現在、未來所構成的連綿不斷的系統。,時;歲;時間
syn_002538,男子在婚姻關係中的配偶。,太太;妻;妻子
syn_002539,疾病可被觀察的徵狀。,表現;症;病症
syn_002540,發展的可能方向。,傾向;趨向
syn_002541,發源於黃河流域的漢族，與其他邊疆民族不斷融合所形成的一個民族。,中華民族;華;中華
syn_002542,發生意外或災害的可能性。,險;風險
syn_002543,白天天空最明顯的發光天體，早晨從東方升起，黃昏從西方落下。,日;太陽
syn_002544,盛放食物的大淺底器皿。,盤子;盤
syn_002545,直屬的下級。,下屬;屬下;所屬
syn_002546,相同特定對象的全部數量。,總數;總量
syn_002547,相對或並列的對象。,方;端
syn_002548,眼睛所看見的火的部份。,燭;焰
syn_002549,眼睛看不見的人。,瞎;盲
syn_002550,眼睛看到的景象。,眼前;面前
syn_002551,眼睛看得到的天體所在的廣大空間。,天;空;天空;穹
syn_002552,研究以報紙、廣播、電視等媒介向大眾傳遞訊息的知識。,傳播;大眾傳播
syn_002553,研究數量、形狀及其之間關係的知識。,數;數學
syn_002554,研究由立法機關制定，有強制效力的行為規範的知識。,法律;法
syn_002555,研究社會現象和文化藝術的科學。,文;人文
syn_002556,研究維持健康及預防與治療疾病方法的科學。,醫學;醫
syn_002557,社會上流行的愛好或習慣。,風;風氣
syn_002558,種植作物的產業。,農;農業
syn_002559,稻的果實，去掉稻殼後可做為食物。,米;稻
syn_002560,立定志願、並持之以恆的人。,有心人;有心人士
syn_002561,符合特定需求、從事特定工作的人。,員;人
syn_002562,第一代的女性後代。,女兒;鳳
syn_002563,第一代的男性後代。,兒子;子;兒;龍
syn_002564,細小接近粉末狀的固態物，集合在一起時結構鬆散。,沙;砂
syn_002565,組成特定整體的特定對象。,份子;成員;員
syn_002566,統治帝國的君主。,皇;帝
syn_002567,經由攝影器材所拍攝出來的圖片。,照;照相;照片;相
syn_002568,經由訓練後所得到的專業能力。,技;技術;術
syn_002569,經費、錢財。,款項;錢;款
syn_002570,經驗學習、辨析判斷的能力。,智慧;智
syn_002571,網路上的討論區，通常劃分不同的主題，讓使用者表達意見，進行討論。,板;版
syn_002572,縣市的最高警察機構。,警察局;警局
syn_002573,美國電影藝術與科學學院每年舉辦的頒獎活動。,奧斯卡;金像獎
syn_002574,美國電影藝術與科學學院每年頒給從事各項電影工作優秀人員的獎盃。,奧斯卡;金像獎
syn_002575,美好的氣質或魅力。,風采;丰采
syn_002576,群眾的意見。,呼聲;聲浪
syn_002577,聚集在一起的人或物。,群;群聚
syn_002578,股票價格的加權指數。,股市;股票市場
syn_002579,股票買賣的交易體系。,股市;市場;股票市場
syn_002580,能容納的範圍。,度;量
syn_002581,能產生精細胞使女子受孕生產的人。,男生;男性;男人;男子;男
syn_002582,能產生精細胞使女子受孕生產的動物。,男生;男;男性
syn_002583,脊椎動物門的一類，卵生，身上有羽毛，有翅膀，通常會飛。,禽;鳥類;鳥;羽
syn_002585,自己國家以外的其他國家。,異國;洋
syn_002586,自成體系的組織或現象。,世界;天下
syn_002587,自然界中所有具有生命並有生長繁殖能力的物體。,生物;有機體;生命
syn_002588,臺北的博物館之一，主要收藏中國古文物。,故宮;故宮博物院
syn_002589,臺北的文化。,臺北;台北
syn_002590,臺南的文化。,臺南;台南
syn_002591,臺灣的文化。,台灣;臺灣
syn_002592,與人類活動相關的一切對象。,幹;事;務;事情
syn_002593,與在時間參考點的潮流抗衡而使其倒退的意見或行動。,反動;反
syn_002594,與大眾傳播相關的工業，包括週邊相關的所有活動。,媒體;傳播;大眾傳播;傳媒
syn_002595,與政府組織或權力運作相關的社會活動。,政;政治
syn_002596,與特定對象居住位置相近的人。,隔壁;鄰
